id_poliza,fecha_emision,id_cliente,id_corredor,id_aseguradora,id_tipo_seguro,prima,comision,monto_asegurado,motivo_rechazo
22146,,2837,27,9,3,73906.0,,,"fecha_invalida,monto_invalido"
22147,,2593,4,7,4,1907.13,255.1,195757.7,fecha_invalida
22148,2025-11-13,243,6,4,6,,60.32,62125.12,prima_invalida
22149,,2971,45,3,6,233.26,21.35,22046.04,fecha_invalida
22150,,275,35,1,11,,138.24,78844.81,"fecha_invalida,prima_invalida"
22151,,2639,44,13,1,804.54,70.27,26.45107,fecha_invalida
22152,,48,1,9,10,803.19,164.59,56.59765,fecha_invalida
22153,,397,91,4,4,,,20852.02,"fecha_invalida,prima_invalida"
22155,2025-07-18,567,3,9,11,984.47,233.77,,monto_invalido
22156,,2284,13,14,2,91175.0,213.4,167.60858,fecha_invalida
22157,,2543,30,10,6,,15508.0,31937.22,"fecha_invalida,prima_invalida"
22158,2025-05-03,637,57,1,2,1417.34,21750.0,,monto_invalido
22159,,2267,26,14,1,,73.8,49456.63,"fecha_invalida,prima_invalida"
22160,,159,57,14,6,1336.4,302.85,136706.73,fecha_invalida
22161,,2937,12,11,1,,85.08,165814.49,"fecha_invalida,prima_invalida"
22163,,2131,23,15,11,,219.98,348.74144,"fecha_invalida,prima_invalida"
22164,,3628,37,11,12,1190.6,196.8,196688.57,fecha_invalida
22165,2025-11-03,402,80,14,12,1191.71,27588.0,,monto_invalido
22166,,1186,62,3,2,,206.38,92591.58,"fecha_invalida,prima_invalida"
22167,,1499,15,8,11,88801.0,70.79,146539.61,fecha_invalida
22168,,857,19,5,4,76956.0,157.95,17.81703,fecha_invalida
22169,,2879,38,9,12,272.25,16.82,47337.2,fecha_invalida
22170,,1686,32,6,9,98202.0,,72.31927,fecha_invalida
22171,,2244,72,10,8,377.61,84.65,63.81475,fecha_invalida
22172,,735,74,1,5,1866.71,253.09,279.12952,fecha_invalida
22173,2025-02-22,964,30,10,4,,306.29,267021.24,prima_invalida
22176,,2212,73,12,9,601.29,80.32,87989.32,fecha_invalida
22177,,2902,77,11,6,485.51,117.13,28902.36,fecha_invalida
22178,,1592,40,8,5,1673.2,,302213.34,fecha_invalida
22179,,2411,2,15,11,615.64,12462.0,38.67166,fecha_invalida
22180,,1973,46,4,1,507.48,,77361.79,fecha_invalida
22181,,1433,39,8,7,384.31,,26481.14,fecha_invalida
22182,,643,78,14,9,1383.56,,,"fecha_invalida,monto_invalido"
22183,,489,24,15,10,1821.47,14124.0,160.66895,fecha_invalida
22184,,1718,36,10,6,,84.11,,"fecha_invalida,prima_invalida,monto_invalido"
22185,,1204,80,12,3,24619.0,58.73,21508.92,fecha_invalida
22186,,1451,8,10,8,,4628.0,67.18093,"fecha_invalida,prima_invalida"
22187,,1685,63,3,6,830.93,113.08,159.49988,fecha_invalida
22188,2025-07-03,313,56,1,8,1441.87,146.65,,monto_invalido
22189,,61,8,13,2,1984.1,494.4,113332.11,fecha_invalida
22190,,2116,39,12,12,1058.18,,,"fecha_invalida,monto_invalido"
22191,2025-11-12,478,26,11,12,34625.0,,,monto_invalido
22192,,2940,30,15,4,1.20881,1630.78,,"fecha_invalida,monto_invalido"
22193,,2464,99,2,1,1792.67,38678.0,272474.55,fecha_invalida
22194,,2677,16,9,2,,,40017.58,"fecha_invalida,prima_invalida"
22195,,1700,44,6,6,1366.38,178.68,214559.53,fecha_invalida
22196,,921,66,3,1,,21299.0,304504.2,"fecha_invalida,prima_invalida"
22197,,1977,72,13,9,1088.47,110.55,185.18154,fecha_invalida
22198,,722,63,2,11,36935.0,40.5,11401.78,fecha_invalida
22199,,1238,39,8,6,1920.88,290.64,45059.46,fecha_invalida
22200,2025-05-03,1873,39,15,11,,93.62,107.06037,prima_invalida
22201,,2802,51,7,10,917.41,198.19,73418.22,fecha_invalida
22202,2025-08-03,2560,75,7,2,,6195.0,,"prima_invalida,monto_invalido"
22203,,2298,6,4,3,1889.89,2.95826,,"fecha_invalida,monto_invalido"
22204,,1437,57,8,6,331.96,64.29,15062.96,fecha_invalida
22205,,1384,60,14,2,268.19,25.68,42094.41,fecha_invalida
22206,,84,13,14,10,0.0,80.55,27806.15,fecha_invalida
22207,,527,4,9,2,1.35681,29676.0,210234.73,fecha_invalida
22209,,1772,76,2,8,1862.2,171.85,,"fecha_invalida,monto_invalido"
22210,,909,37,3,1,1288.62,213.62,,"fecha_invalida,monto_invalido"
22211,,2385,68,12,2,,,53981.71,"fecha_invalida,prima_invalida"
22212,,267,19,7,2,,306.52,,"fecha_invalida,prima_invalida,monto_invalido"
22213,,2283,42,1,6,,2.59944,63549.54,"fecha_invalida,prima_invalida"
22214,,1281,49,14,5,59345.0,,27832.12,fecha_invalida
22215,2025-03-11,335,4,1,5,1352.83,17172.0,,monto_invalido
22216,,2382,18,4,12,777.78,169.32,78.69989,fecha_invalida
22217,,3667,14,11,5,1876.45,454.33,138777.6,fecha_invalida
22218,,2558,78,6,2,1556.68,284.8,,"fecha_invalida,monto_invalido"
22219,,774,31,2,10,,175.62,,"fecha_invalida,prima_invalida,monto_invalido"
22220,,470,10,4,3,25589.0,46.77,40977.66,fecha_invalida
22221,,1736,75,3,4,1155.63,1.71377,159413.34,fecha_invalida
22222,,1001,61,5,6,1064.1,,,"fecha_invalida,monto_invalido"
22223,,977,3,7,7,598.88,34.07,12077.9,fecha_invalida
22224,,2279,15,8,10,247.32,16.17,41.35908,fecha_invalida
22225,,452,28,9,4,1.26994,25805.0,174088.12,fecha_invalida
22226,,2258,74,4,8,1567.03,,,"fecha_invalida,monto_invalido"
22227,,1959,21,15,12,1147.48,230.29,107783.71,fecha_invalida
22228,,207,3,10,8,1.69062,25474.0,165996.91,fecha_invalida
22229,,14,52,14,9,,5961.0,128.65499,"fecha_invalida,prima_invalida"
22230,,597,76,2,12,315.0,31.6,43527.33,fecha_invalida
22231,,2335,17,5,11,49566.0,51.13,91201.15,fecha_invalida
22232,,2591,80,11,9,1.47677,129.39,48574.81,fecha_invalida
22233,,140,7,11,3,,361.68,337140.77,"fecha_invalida,prima_invalida"
22234,,126,76,15,4,415.01,101.25,,"fecha_invalida,monto_invalido"
22236,,2424,56,6,1,392.89,4486.0,67904.22,fecha_invalida
22237,,242,22,13,2,1412.43,,172.43696,fecha_invalida
22238,2025-04-05,697,6,2,12,,43.39,111167.71,prima_invalida
22239,,165,25,14,8,800.26,13417.0,,"fecha_invalida,monto_invalido"
22240,,1977,57,8,8,473.72,,,"fecha_invalida,monto_invalido"
22241,,819,72,7,7,,150.69,,"fecha_invalida,prima_invalida,monto_invalido"
22242,,2072,50,7,10,1050.08,92.34,126760.58,fecha_invalida
22244,,2270,65,10,9,150.29,26.09,,"fecha_invalida,monto_invalido"
22245,2025-09-17,2634,39,4,7,1.69753,404.83,,monto_invalido
22246,,1961,80,11,7,1.81685,98.62,172056.47,fecha_invalida
22247,,1178,17,9,2,1136.44,9298.0,226270.78,fecha_invalida
22248,,434,72,7,10,,6670.0,,"fecha_invalida,prima_invalida,monto_invalido"
22249,,172,27,4,11,,199.47,60241.76,"fecha_invalida,prima_invalida"
22250,,443,69,4,8,607.86,45.92,13289.22,fecha_invalida
22251,,99,76,2,6,,349.84,259450.87,"fecha_invalida,prima_invalida"
22252,,1470,14,14,8,1161.85,,,"fecha_invalida,monto_invalido"
22254,,1290,62,5,11,,121.6,56969.92,"fecha_invalida,prima_invalida"
22255,,787,29,10,10,1573.35,1821.39,249.498,fecha_invalida
22257,,2548,12,15,2,1832.13,19695.0,361191.4,fecha_invalida
22258,,54,19,6,2,161.04,26.06,30029.62,fecha_invalida
22259,,1349,16,6,7,877.91,205.42,139286.2,fecha_invalida
22260,,2696,56,1,6,,32.35,18677.54,"fecha_invalida,prima_invalida"
22261,,1219,24,8,3,80898.0,175.73,80607.69,fecha_invalida
22262,,2532,2,12,8,1375.82,338.8,258904.66,fecha_invalida
22263,,558,4,5,12,971.87,,93844.57,fecha_invalida
22265,,145,73,1,9,1284.96,234.49,,"fecha_invalida,monto_invalido"
22266,,43,39,4,3,1342.89,113.43,,"fecha_invalida,monto_invalido"
22267,,2870,61,8,2,947.04,102.54,,"fecha_invalida,monto_invalido"
22268,,111,11,2,6,178.52,9.75,18563.3,fecha_invalida
22269,,1325,26,9,12,239.15,3198.0,,"fecha_invalida,monto_invalido"
22270,,1138,67,14,1,43362.0,10702.0,,"fecha_invalida,monto_invalido"
22272,,1475,63,4,2,624.26,143.92,27347.46,fecha_invalida
22273,,1413,57,15,10,,190.73,151221.97,"fecha_invalida,prima_invalida"
22275,,1525,48,6,5,727.04,45.68,75588.97,fecha_invalida
22276,,2252,45,9,10,681.02,,,"fecha_invalida,monto_invalido"
22277,,1786,54,9,8,,79.27,80729.01,"fecha_invalida,prima_invalida"
22278,,841,5,4,3,1635.39,36967.0,,"fecha_invalida,monto_invalido"
22279,,1225,73,6,9,1.56269,372.17,223194.48,fecha_invalida
22280,,1887,2,2,12,510.22,48.26,67845.64,fecha_invalida
22281,,1754,44,15,12,531.81,11618.0,65819.2,fecha_invalida
22282,,1438,58,2,2,,31796.0,,"fecha_invalida,prima_invalida,monto_invalido"
22283,,379,55,4,3,1282.79,13881.0,,"fecha_invalida,monto_invalido"
22284,,1156,4,1,5,137.32,,6303.16,fecha_invalida
22285,,2503,61,9,1,1101.74,,,"fecha_invalida,monto_invalido"
22286,,2867,63,11,5,863.1,21144.0,70159.63,fecha_invalida
22287,,1804,58,5,12,1856.5,39136.0,119364.14,fecha_invalida
22288,,1761,7,15,7,443.86,100.65,36189.75,fecha_invalida
22289,,2982,65,6,10,1086.01,209.41,,"fecha_invalida,monto_invalido"
22290,,2413,45,8,6,1343.68,8045.0,65.48906,fecha_invalida
22292,,1318,30,14,12,140.92,1116.0,6102.02,fecha_invalida
22294,,556,71,14,1,1381.13,111.22,81.94978,fecha_invalida
22295,2025-10-10,799,51,1,5,62288.0,,,monto_invalido
22297,,561,36,5,5,1.33396,27546.0,167.07935,fecha_invalida
22298,,1640,75,6,1,,311.51,232040.5,"fecha_invalida,prima_invalida"
22299,,2672,46,13,3,774.7,,74478.53,fecha_invalida
22300,,2106,14,4,8,1.09242,178.76,106962.89,fecha_invalida
22301,,2605,37,15,1,1392.02,114.15,122989.24,fecha_invalida
22302,,936,22,9,10,,107.44,51694.7,"fecha_invalida,prima_invalida"
22303,,1610,32,10,4,654.4,106.31,51475.96,fecha_invalida
22304,2025-09-24,2324,14,10,4,,323.15,39554.78,prima_invalida
22305,,225,41,13,10,,6887.0,,"fecha_invalida,prima_invalida,monto_invalido"
22306,,695,70,5,2,1693.25,19686.0,204890.73,fecha_invalida
22308,,1931,43,6,3,1157.63,19886.0,158660.83,fecha_invalida
22309,,684,14,5,5,1751.73,27021.0,187.3999,fecha_invalida
22310,,2818,2,3,9,1.79949,33627.0,302595.98,fecha_invalida
22311,,2306,51,3,12,1805.66,311.96,59367.25,fecha_invalida
22312,,937,27,11,5,1.56545,,280135.32,fecha_invalida
22313,,2760,72,11,9,,1827.0,18383.11,"fecha_invalida,prima_invalida"
22314,,3840,44,15,10,182.53,28.23,30876.17,fecha_invalida
22316,,350,79,12,6,550.73,127.63,36972.3,fecha_invalida
22317,,1079,27,2,8,259.97,44.01,47526.12,fecha_invalida
22318,,378,26,15,12,,,166134.68,"fecha_invalida,prima_invalida"
22320,,2950,21,14,9,,202.4,135467.34,"fecha_invalida,prima_invalida"
22321,,1554,2,6,9,592.41,89.56,43.00076,fecha_invalida
22323,2025-01-15,643,71,12,8,1813.48,,,monto_invalido
22325,,1973,34,11,6,55.44,7.14,10841.72,fecha_invalida
22326,,1958,57,4,5,304.08,,,"fecha_invalida,monto_invalido"
22328,,1719,54,13,2,,188.97,68375.41,"fecha_invalida,prima_invalida"
22329,,2486,52,12,6,733.28,,14.90252,fecha_invalida
22330,,2106,56,2,10,1366.88,308.89,173526.48,fecha_invalida
22331,,25,4,14,1,1471.35,36184.0,186.55449,fecha_invalida
22332,,3889,40,11,12,1518.65,22981.0,137213.03,fecha_invalida
22333,,286,25,12,2,256.39,,26.44908,fecha_invalida
22334,,2945,37,4,3,1981.54,188.06,55.83881,fecha_invalida
22335,,556,69,4,5,343.93,82.91,53681.27,fecha_invalida
22336,,1704,41,3,3,304.61,40.25,29324.23,fecha_invalida
22338,,176,78,10,4,1958.65,11880.0,251953.5,fecha_invalida
22339,2025-04-09,3561,68,2,6,1289.51,27271.0,,monto_invalido
22340,,966,4,1,4,1768.49,183.09,330.82597,fecha_invalida
22341,,2636,59,13,1,,281.69,251695.9,"fecha_invalida,prima_invalida"
22342,,898,24,4,8,493.78,81.47,17660.02,fecha_invalida
22343,,459,79,13,11,1.5006,,238112.07,fecha_invalida
22344,,271,46,11,10,821.58,175.21,90243.04,fecha_invalida
22345,,1044,72,2,8,,,13335.99,"fecha_invalida,prima_invalida"
22346,,1682,78,10,9,1574.37,359.74,257153.46,fecha_invalida
22347,,1345,35,4,8,731.3,88.07,48870.98,fecha_invalida
22348,,2288,38,12,5,1775.73,230.02,97984.05,fecha_invalida
22349,,679,12,4,11,876.18,75.01,50503.3,fecha_invalida
22350,,1301,59,8,7,979.84,203.03,26440.81,fecha_invalida
22351,,138,54,12,10,,,126513.89,"fecha_invalida,prima_invalida"
22352,,1340,44,12,4,1914.58,256.4,312.34239,fecha_invalida
22353,,715,13,12,8,1292.87,89.79,,"fecha_invalida,monto_invalido"
22354,,1935,18,12,5,53.23,11.36,5412.55,fecha_invalida
22355,,1396,59,10,4,1241.07,132.5,153697.19,fecha_invalida
22356,,2021,26,4,10,898.32,127.25,161483.01,fecha_invalida
22357,,1308,47,15,3,1819.71,41208.0,164671.94,fecha_invalida
22358,,942,76,9,11,,146.32,65.44877,"fecha_invalida,prima_invalida"
22359,,1019,37,10,7,1.69668,312.99,330243.75,fecha_invalida
22360,,1323,45,1,4,885.21,,,"fecha_invalida,monto_invalido"
22361,,1732,37,12,4,1794.29,17405.0,200023.16,fecha_invalida
22362,,248,24,2,6,,263.55,95625.97,"fecha_invalida,prima_invalida"
22363,,984,78,12,9,1340.88,159.26,142.98779,fecha_invalida
22364,,2589,9,11,3,506.24,85.16,83180.66,fecha_invalida
22365,,2743,72,14,1,1771.81,365.97,118838.96,fecha_invalida
22366,2025-11-19,2147,34,5,12,,,24522.04,prima_invalida
22367,,2407,39,5,10,1.40385,,240228.62,fecha_invalida
22368,,867,48,10,11,384.87,35.62,58130.25,fecha_invalida
22369,,1152,65,14,8,1502.76,,219650.85,fecha_invalida
22370,,2084,36,7,2,,16.88,44521.19,"fecha_invalida,prima_invalida"
22371,,694,40,9,12,766.46,16153.0,63377.12,fecha_invalida
22372,,1898,28,2,10,,11367.0,,"fecha_invalida,prima_invalida,monto_invalido"
22373,,836,50,2,5,1508.61,312.78,234.94984,fecha_invalida
22374,2025-04-19,2217,19,2,9,946.77,235.75,,monto_invalido
22375,,1706,79,12,10,376.78,,,"fecha_invalida,monto_invalido"
22376,,1136,59,3,8,51763.0,11104.0,39.83671,fecha_invalida
22377,,1951,73,14,4,109.6,22.24,7228.01,fecha_invalida
22378,,2586,2,14,6,88536.0,71.79,73.83341,fecha_invalida
22379,,935,108,6,8,1446.18,358.45,251232.78,fecha_invalida
22380,,1606,35,6,12,303.73,3747.0,39102.28,fecha_invalida
22381,,1853,78,1,2,452.47,54.34,27378.89,fecha_invalida
22382,,2107,12,8,2,413.52,55.59,,"fecha_invalida,monto_invalido"
22383,,1438,74,6,2,947.72,195.03,63874.59,fecha_invalida
22384,,1410,7,1,9,1.76888,233.87,,"fecha_invalida,monto_invalido"
22385,,878,79,5,8,1306.71,,222.03947,fecha_invalida
22386,,2973,33,11,11,52.21,12.69,4430.42,fecha_invalida
22387,,1904,67,3,2,409.58,82.7,26597.15,fecha_invalida
22388,,2274,20,5,9,,11271.0,24980.31,"fecha_invalida,prima_invalida"
22390,2026-02-02,962,29,6,4,,61.79,,"prima_invalida,monto_invalido"
22391,,710,64,15,1,,67.41,,"fecha_invalida,prima_invalida,monto_invalido"
22392,,1930,53,13,9,1.80954,,,"fecha_invalida,monto_invalido"
22393,,2295,56,5,12,55.95,9.02,6487.4,fecha_invalida
22395,,425,29,12,5,329.59,27.6,,"fecha_invalida,monto_invalido"
22396,2025-11-21,2482,77,7,10,868.33,176.68,,monto_invalido
22397,,557,31,5,10,51.8,682.0,1840.67,fecha_invalida
22398,,2559,12,14,3,1.88,45460.0,297155.39,fecha_invalida
22399,,2824,25,5,7,1063.53,244.91,77494.99,fecha_invalida
22400,,2207,72,3,9,747.88,148.19,,"fecha_invalida,monto_invalido"
22402,,2544,42,6,10,90983.0,20353.0,166700.38,fecha_invalida
22403,,732,80,13,2,1.128,,36454.96,fecha_invalida
22405,,2022,34,6,8,41029.0,,,"fecha_invalida,monto_invalido"
22406,,682,7,1,11,1789.65,409.07,162420.88,fecha_invalida
22407,,2068,76,8,7,1791.87,170.87,354018.64,fecha_invalida
22408,,2065,48,6,10,886.82,115.95,33863.76,fecha_invalida
22409,,1871,63,3,2,,152.28,,"fecha_invalida,prima_invalida,monto_invalido"
22411,,642,38,13,2,,67.38,73295.96,"fecha_invalida,prima_invalida"
22412,,2105,36,5,3,1295.51,78.68,110.23976,fecha_invalida
22414,,1792,50,3,8,605.82,130.09,84424.58,fecha_invalida
22416,,949,13,15,1,,,178951.26,"fecha_invalida,prima_invalida"
22417,,2015,36,12,3,,7324.0,127663.7,"fecha_invalida,prima_invalida"
22418,,2537,16,12,10,1107.62,,38387.31,fecha_invalida
22419,,2466,43,2,11,1383.49,174.13,215.0473,fecha_invalida
22420,2025-08-11,1227,75,4,8,1.21242,,,monto_invalido
22421,,151,10,1,9,1.23986,258.54,120237.79,fecha_invalida
22422,,430,42,10,7,609.84,,19.49269,fecha_invalida
22423,,2462,68,3,7,,9068.0,14382.08,"fecha_invalida,prima_invalida"
22424,,1017,75,15,12,725.13,179.63,,"fecha_invalida,monto_invalido"
22425,,2106,55,14,7,1430.12,328.61,189.50969,fecha_invalida
22426,,2584,9,13,4,126.45,30.73,7.86719,fecha_invalida
22427,,2263,18,15,12,1.29004,302.29,190177.83,fecha_invalida
22428,,2221,29,13,3,,22604.0,169766.06,"fecha_invalida,prima_invalida"
22429,,3546,75,5,6,41935.0,7407.0,55.87297,fecha_invalida
22430,,620,17,9,8,,97.49,111.14305,"fecha_invalida,prima_invalida"
22431,,1516,56,12,2,11671.0,1372.0,15904.43,fecha_invalida
22432,,451,77,9,7,,17166.0,96345.61,"fecha_invalida,prima_invalida"
22433,2026-01-26,1774,71,11,12,,,55.81103,prima_invalida
22434,,2949,25,8,10,1.91712,36958.0,109365.56,fecha_invalida
22435,,1470,24,4,4,1684.68,,162230.82,fecha_invalida
22436,,2773,76,10,4,,,9881.97,"fecha_invalida,prima_invalida"
22437,,1156,61,8,12,1.96022,261.75,,"fecha_invalida,monto_invalido"
22438,,2395,47,6,4,1945.86,383.29,377984.46,fecha_invalida
22439,,1652,66,2,6,1360.31,253.52,153847.06,fecha_invalida
22440,,2136,6,3,8,1756.24,134.9,,"fecha_invalida,monto_invalido"
22441,,2312,59,6,6,1.86748,,,"fecha_invalida,monto_invalido"
22442,,641,61,8,2,569.43,93.24,94126.44,fecha_invalida
22443,,2405,4,14,2,,324.15,387.48528,"fecha_invalida,prima_invalida"
22444,,1203,39,8,8,50.12,418.0,,"fecha_invalida,monto_invalido"
22445,,657,66,14,3,931.75,17306.0,82.85372,fecha_invalida
22446,,121,52,1,3,1964.24,143.9,365457.27,fecha_invalida
22447,,663,70,1,11,,,,"fecha_invalida,prima_invalida,monto_invalido"
22448,2025-12-28,1237,4,5,7,,,,"prima_invalida,monto_invalido"
22449,,655,15,7,5,1835.58,409.81,283833.52,fecha_invalida
22450,,1428,46,8,4,1.87885,,318295.56,fecha_invalida
22451,,1842,46,2,11,324.09,37.85,39633.9,fecha_invalida
22452,,246,63,12,11,218.03,11.45,40.85918,fecha_invalida
22453,,1294,4,2,12,1714.75,146.67,298180.33,fecha_invalida
22454,2025-05-29,675,77,11,10,,,20457.58,prima_invalida
22455,2025-10-17,348,1,6,2,,171.38,111091.22,prima_invalida
22457,2025-10-09,101,45,2,6,226.74,45.18,,monto_invalido
22458,,2513,52,7,11,98545.0,,116515.8,fecha_invalida
22459,,2100,73,5,9,1.14915,284.87,29689.26,fecha_invalida
22462,,977,76,12,8,1586.76,298.96,257935.1,fecha_invalida
22463,,2538,75,11,6,52.9,8.12,10508.99,fecha_invalida
22464,,797,38,13,10,1329.69,,162800.83,fecha_invalida
22465,,172,32,1,4,308.47,39.69,,"fecha_invalida,monto_invalido"
22466,,993,3,12,8,,,91936.44,"fecha_invalida,prima_invalida"
22467,2025-10-05,2515,43,6,1,,,248628.79,prima_invalida
22468,,2665,32,10,9,130.01,11.71,15.67906,fecha_invalida
22469,,947,75,9,6,453.2,99.92,73125.59,fecha_invalida
22470,,848,67,11,10,77215.0,69.5,,"fecha_invalida,monto_invalido"
22471,,1331,17,9,5,,260.65,149.62466,"fecha_invalida,prima_invalida"
22472,,1887,35,10,12,1108.92,,34.59918,fecha_invalida
22473,,1513,35,13,5,332.76,44.27,26.66628,fecha_invalida
22474,,2200,74,10,3,0.0,15.0,19667.0,fecha_invalida
22476,,939,21,13,6,1716.12,380.21,,"fecha_invalida,monto_invalido"
22477,,198,50,13,2,1714.87,291.04,302799.42,fecha_invalida
22479,,2269,21,12,3,306.03,29.78,51313.42,fecha_invalida
22480,,1442,12,11,10,,34345.0,75.32833,"fecha_invalida,prima_invalida"
22481,,356,59,15,3,,123.06,229108.99,"fecha_invalida,prima_invalida"
22482,,2454,76,9,9,,4310.0,102.4799,"fecha_invalida,prima_invalida"
22483,,2940,52,15,1,1032.33,,27207.78,fecha_invalida
22484,,2553,70,13,12,75908.0,7004.0,82330.14,fecha_invalida
22485,,2225,48,5,11,9341.0,1987.0,8230.5,fecha_invalida
22486,,2742,23,13,6,,35.11,16801.78,"fecha_invalida,prima_invalida"
22488,,313,76,9,4,1592.04,340.01,308.846,fecha_invalida
22489,,1554,35,2,12,1030.97,,127862.43,fecha_invalida
22490,,1620,69,6,5,1236.39,152.38,,"fecha_invalida,monto_invalido"
22491,,1594,73,4,4,1917.0,373.03,204312.28,fecha_invalida
22492,,944,100,8,3,180.49,40.15,19.04349,fecha_invalida
22493,,1401,19,13,2,54119.0,,,"fecha_invalida,monto_invalido"
22494,,2716,24,9,4,117.45,,16742.86,fecha_invalida
22495,,1025,21,8,3,424.06,,,"fecha_invalida,monto_invalido"
22496,,1386,78,4,7,16813.0,17.47,6207.71,fecha_invalida
22497,,2383,46,8,12,1222.3,266.63,93532.64,fecha_invalida
22498,,1173,56,5,3,248.29,44.29,,"fecha_invalida,monto_invalido"
22499,,2904,36,4,6,1139.09,253.07,46.61889,fecha_invalida
22500,,72,65,2,12,,,224.93378,"fecha_invalida,prima_invalida"
22502,,2101,35,5,7,,63.6,11570.22,"fecha_invalida,prima_invalida"
22503,,264,52,12,8,394.63,7757.0,13722.09,fecha_invalida
22505,,808,31,14,9,1.37079,304.18,229.17062,fecha_invalida
22507,,1911,10,14,5,1624.46,373.63,264.1783,fecha_invalida
22508,,2907,64,4,4,1147.72,,174123.99,fecha_invalida
22510,,2030,17,11,10,726.77,161.61,35401.39,fecha_invalida
22511,,822,6,11,11,470.06,52.62,,"fecha_invalida,monto_invalido"
22512,,2019,63,6,2,945.36,227.79,111109.45,fecha_invalida
22513,,838,41,9,3,174.24,14.25,10.56067,fecha_invalida
22514,2025-11-15,3851,56,9,1,,26899.0,151446.35,prima_invalida
22516,,2771,60,11,1,53139.0,98.43,60335.64,fecha_invalida
22517,,1998,31,6,12,87347.0,119.6,27506.62,fecha_invalida
22518,,2090,61,15,4,707.67,79.95,118123.81,fecha_invalida
22519,,2954,48,13,4,,8690.0,84125.2,"fecha_invalida,prima_invalida"
22520,,2282,17,9,2,306.91,,48248.7,fecha_invalida
22521,,817,44,4,4,426.44,60.19,8618.28,fecha_invalida
22522,,218,6,8,2,1106.92,142.11,203717.96,fecha_invalida
22523,,637,17,6,3,1956.51,291.65,314252.99,fecha_invalida
22524,,2386,55,3,11,94003.0,61.67,96535.89,fecha_invalida
22525,,1490,70,8,5,111.58,,5298.91,fecha_invalida
22526,2026-01-04,2485,12,14,6,,141.46,244909.2,prima_invalida
22527,,972,7,2,3,1760.07,350.55,134037.07,fecha_invalida
22528,,2317,34,1,3,86639.0,19614.0,112900.99,fecha_invalida
22529,,1375,2,2,11,497.11,115.03,94069.72,fecha_invalida
22530,,117,42,7,3,496.4,,,"fecha_invalida,monto_invalido"
22531,,1503,70,7,3,655.37,143.66,30333.43,fecha_invalida
22532,,663,45,7,5,1704.97,31896.0,188288.64,fecha_invalida
22533,,2147,49,11,2,240.68,17.16,24803.24,fecha_invalida
22534,,2083,67,9,2,1428.65,322.25,221374.93,fecha_invalida
22535,2025-09-27,294,17,12,1,,,48809.43,prima_invalida
22536,,2705,27,4,11,,180.69,28982.75,"fecha_invalida,prima_invalida"
22537,,993,39,3,3,1325.66,221.67,,"fecha_invalida,monto_invalido"
22538,,1207,33,14,1,,62.74,16725.02,"fecha_invalida,prima_invalida"
22539,,735,29,13,4,,7670.0,113755.2,"fecha_invalida,prima_invalida"
22540,,2713,49,7,12,1723.18,28546.0,288533.97,fecha_invalida
22541,,2052,15,9,2,350.64,,13193.86,fecha_invalida
22542,,177,23,9,9,626.86,6641.0,48523.69,fecha_invalida
22543,2025-01-22,2903,38,8,3,,12240.0,68212.09,prima_invalida
22544,,464,92,10,9,1806.06,,,"fecha_invalida,monto_invalido"
22545,,1826,76,12,7,1210.47,7348.0,168.9762,fecha_invalida
22546,,2463,34,4,3,,23797.0,276052.51,"fecha_invalida,prima_invalida"
22547,,2219,74,13,2,,9400.0,61369.57,"fecha_invalida,prima_invalida"
22548,,1653,43,11,3,866.1,200.32,164304.99,fecha_invalida
22549,,2973,19,6,2,808.64,49.29,58398.19,fecha_invalida
22550,,1372,11,7,12,68.31,14.31,,"fecha_invalida,monto_invalido"
22551,,1950,28,1,7,803.93,67.53,77452.46,fecha_invalida
22552,,2808,40,10,9,1124.31,277.51,195.61821,fecha_invalida
22553,,105,5,10,5,69.61,,1.59291,fecha_invalida
22554,,2177,26,3,12,625.05,90.2,24.8999,fecha_invalida
22555,,375,1,6,6,1412.1,,44853.5,fecha_invalida
22556,,1911,57,12,12,1265.75,221.24,94.45677,fecha_invalida
22557,,1139,71,12,11,1.38105,254.48,55.03307,fecha_invalida
22558,,1,45,7,7,,5865.0,22460.19,"fecha_invalida,prima_invalida"
22561,,1821,39,9,1,1970.36,490.61,,"fecha_invalida,monto_invalido"
22562,,332,51,6,11,1517.22,308.74,,"fecha_invalida,monto_invalido"
22563,,845,19,9,3,,361.62,277479.67,"fecha_invalida,prima_invalida"
22564,,741,80,14,8,,11.45,16152.08,"fecha_invalida,prima_invalida"
22565,,1825,36,14,5,,87.06,94095.89,"fecha_invalida,prima_invalida"
22568,,1483,71,10,6,339.47,69.19,51926.23,fecha_invalida
22569,,642,14,5,12,57314.0,5653.0,,"fecha_invalida,monto_invalido"
22570,,1582,29,13,3,73717.0,5332.0,,"fecha_invalida,monto_invalido"
22571,,1833,64,2,11,,119.03,293386.78,"fecha_invalida,prima_invalida"
22572,,1954,51,15,7,671.84,130.72,,"fecha_invalida,monto_invalido"
22573,,162,12,12,7,,5667.0,,"fecha_invalida,prima_invalida,monto_invalido"
22574,,1385,18,15,12,1921.56,411.99,240.75591,fecha_invalida
22575,,1602,20,6,3,,10.84,10221.21,"fecha_invalida,prima_invalida"
22577,,1180,62,9,5,1956.02,189.24,380.54099,fecha_invalida
22578,,2185,45,8,2,,85.38,83798.97,"fecha_invalida,prima_invalida"
